hhid	size	head_age	head_gender	head_marital	head_education	m0_5	f0_5	m6_16	f6_16	m17_39	f17_39	m40	f40	ml5	fl5	ml16	fl16	ml39	fl39	ml40	fl40
1202005.0	3	39	1	3	8	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1202014.0	1	51	1	3	10	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1202021.0	2	34	1	3	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1202022.0	3	54	1	3	10	0	0	0	0	0	1	0	2	0.0	0.0	0.0	0.0	0.0	0.33333334	0.0	0.6666667
1202028.0	2	45	1	3	9	0	0	0	0	1	1	0	0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0
1202039.0	1	40	1	3	9	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1202044.0	1	86	2	1	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1202065.0	1	47	2	6	22	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1202074.0	1	62	1	3	22	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1202082.0	3	57	1	6	22	0	0	0	0	1	0	1	1	0.0	0.0	0.0	0.0	0.33333334	0.0	0.33333334	0.33333334
1226007.0	1	48	2	6	11	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1226008.0	2	52	2	6	11	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1226012.0	2	23	2	1	9	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1226018.0	3	68	1	3	0	0	0	0	0	3	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1226024.0	2	63	1	3	9	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1226034.0	4	41	2	3	9	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1226035.0	1	52	2	6	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1226042.0	1	46	1	3	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1226046.0	2	28	1	3	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1226052.0	5	55	1	3	22	0	0	0	0	3	2	0	0	0.0	0.0	0.0	0.0	0.6	0.4	0.0	0.0
1240014.0	1	75	1	3	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1240022.0	2	52	2	6	22	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1240038.0	3	31	1	3	9	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1240042.0	1	76	2	6	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1240049.0	1	84	2	6	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1240055.0	4	42	1	3	9	0	0	0	0	0	1	2	1	0.0	0.0	0.0	0.0	0.0	0.25	0.5	0.25
1240062.0	1	67	2	6	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1240070.0	1	50	1	3	8	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1240092.0	1	32	1	3	9	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1240135.0	3	62	1	3	0	0	0	0	0	0	3	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1245014.0	1	42	1	3	9	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1245028.0	5	65	1	3	0	0	0	0	0	5	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1245049.0	2	47	1	3	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1245059.0	1	37	2	6	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1245070.0	1	76	1	3	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1245074.0	1	56	1	3	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1245080.0	3	50	1	3	9	0	0	0	1	1	1	0	0	0.0	0.0	0.0	0.33333334	0.33333334	0.33333334	0.0	0.0
1245091.0	3	64	1	3	0	0	0	0	0	1	2	0	0	0.0	0.0	0.0	0.0	0.33333334	0.6666667	0.0	0.0
1245099.0	1	70	1	3	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1245101.0	3	30	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1246001.0	2	50	1	3	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1246003.0	3	51	1	3	8	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1246004.0	2	27	1	3	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1246005.0	1	38	1	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1246006.0	3	51	1	3	8	0	0	0	0	1	0	1	1	0.0	0.0	0.0	0.0	0.33333334	0.0	0.33333334	0.33333334
1246007.0	2	33	2	6	9	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1246008.0	1	35	1	3	13	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1246009.0	3	26	1	3	0	0	0	0	0	0	1	2	0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667	0.0
1246012.0	2	78	1	3	0	0	0	0	0	1	1	0	0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0
1246013.0	4	21	1	3	9	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1261011.0	2	25	1	1	19	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1261023.0	2	28	1	3	19	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1261034.0	4	34	1	3	19	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1261045.0	4	25	2	3	19	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1261056.0	4	26	2	1	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1261058.0	3	44	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1261079.0	1	38	1	3	21	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1261090.0	1	65	1	3	12	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1261102.0	2	40	1	3	19	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1261113.0	2	44	1	3	13	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1262009.0	3	58	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1262021.0	2	45	2	1	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1262031.0	4	28	1	3	21	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1262047.0	4	39	1	3	21	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1262050.0	3	41	2	3	15	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1262060.0	4	28	1	3	21	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1262072.0	3	43	1	3	19	0	0	0	0	2	1	0	0	0.0	0.0	0.0	0.0	0.6666667	0.33333334	0.0	0.0
1262077.0	2	55	1	3	19	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1262082.0	2	28	2	6	11	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1262085.0	2	48	2	1	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1265007.0	2	35	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1265016.0	2	35	1	1	9	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1265024.0	3	37	1	3	21	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1265033.0	2	26	1	1	11	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1265041.0	4	26	1	3	21	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1265050.0	3	32	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1265067.0	2	21	2	1	21	0	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1265076.0	4	26	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1265080.0	4	25	2	3	13	0	0	0	0	0	1	2	1	0.0	0.0	0.0	0.0	0.0	0.25	0.5	0.25
1265084.0	4	36	1	3	21	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1266022.0	2	29	1	3	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1266035.0	3	35	1	3	21	0	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.6666667	0.33333334
1266046.0	5	32	1	3	13	0	0	0	0	0	1	2	2	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.4
1266061.0	1	24	1	1	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1266074.0	2	28	1	3	9	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1266086.0	2	30	2	5	9	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1266099.0	2	28	1	3	11	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1266112.0	4	29	1	3	21	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1266117.0	1	30	1	3	11	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1266125.0	3	58	2	4	0	0	0	0	0	2	1	0	0	0.0	0.0	0.0	0.0	0.6666667	0.33333334	0.0	0.0
1267003.0	1	52	1	3	21	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1267005.0	1	43	2	1	17	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1267010.0	1	58	2	6	20	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1267018.0	2	60	1	3	21	0	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1267028.0	1	23	1	1	21	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1267034.0	2	50	1	3	13	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1267051.0	4	24	1	1	21	0	0	0	0	1	1	1	1	0.0	0.0	0.0	0.0	0.25	0.25	0.25	0.25
1267052.0	4	61	1	3	0	0	0	0	0	1	2	0	1	0.0	0.0	0.0	0.0	0.25	0.5	0.0	0.25
1267057.0	3	58	2	7	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1267069.0	2	33	1	1	21	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1269001.0	4	27	2	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1269010.0	4	25	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1269019.0	2	28	1	1	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1269028.0	3	45	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1269037.0	1	34	1	7	21	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1269046.0	2	30	2	1	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1269055.0	2	51	1	2	13	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1269064.0	1	24	1	1	13	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1269073.0	3	50	1	3	15	0	0	1	0	0	1	0	1	0.0	0.0	0.33333334	0.0	0.0	0.33333334	0.0	0.33333334
1269082.0	2	25	1	1	0	0	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1270021.0	3	54	1	3	15	0	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.6666667	0.33333334
1270025.0	2	32	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1270031.0	3	32	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1270041.0	2	65	1	3	15	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1270072.0	3	50	1	3	15	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1270073.0	2	38	1	3	21	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1270082.0	1	30	2	1	21	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1270093.0	2	32	2	1	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1270101.0	2	38	1	3	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1270104.0	2	54	2	6	0	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1272002.0	4	22	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1272015.0	2	28	1	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1272022.0	3	40	1	3	11	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1272026.0	2	24	1	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1272028.0	2	43	1	1	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1272035.0	2	31	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1272042.0	3	38	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1272048.0	1	30	1	3	11	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1272055.0	1	59	2	6	22	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1272062.0	1	49	2	5	9	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1274003.0	2	27	1	3	14	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1274016.0	1	38	1	3	21	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1274021.0	3	48	1	3	21	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1274029.0	2	39	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1274034.0	1	28	1	3	9	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1274042.0	1	24	1	1	9	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1274062.0	1	43	1	3	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1274068.0	2	24	2	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1274094.0	2	83	2	6	13	0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.5
1274107.0	2	45	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1275005.0	3	34	1	3	21	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1275012.0	1	28	1	3	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1275013.0	2	25	1	3	14	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1275021.0	3	25	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1275029.0	1	30	1	1	21	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1275037.0	1	47	1	3	13	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1275053.0	2	22	2	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1275061.0	1	25	1	1	13	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1275069.0	2	40	1	3	19	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1275077.0	2	28	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1276010.0	4	39	1	3	20	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1276014.0	2	29	2	1	8	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1276024.0	1	28	2	1	13	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1276033.0	6	25	1	1	13	0	0	0	0	0	1	2	3	0.0	0.0	0.0	0.0	0.0	0.16666667	0.33333334	0.5
1276037.0	1	40	2	1	21	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1276051.0	3	32	1	3	13	0	0	0	0	1	0	1	1	0.0	0.0	0.0	0.0	0.33333334	0.0	0.33333334	0.33333334
1276064.0	2	20	1	1	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1276078.0	2	30	1	3	21	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1276118.0	4	38	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1276132.0	2	39	1	3	14	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1280006.0	7	30	1	3	0	1	1	0	0	0	2	2	1	0.14285715	0.14285715	0.0	0.0	0.0	0.2857143	0.2857143	0.14285715
1280019.0	2	32	1	1	9	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1280026.0	1	33	1	3	21	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1280033.0	7	34	1	3	13	1	0	1	1	0	2	0	2	0.14285715	0.0	0.14285715	0.14285715	0.0	0.2857143	0.0	0.2857143
1280039.0	4	46	1	3	8	0	0	1	0	2	1	0	0	0.0	0.0	0.25	0.0	0.5	0.25	0.0	0.0
1280041.0	1	26	2	1	13	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1280046.0	2	62	1	3	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1280053.0	6	26	1	3	13	0	0	1	1	0	1	1	2	0.0	0.0	0.16666667	0.16666667	0.0	0.16666667	0.16666667	0.33333334
1280060.0	5	22	1	1	0	0	0	0	0	0	0	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.4
1280064.0	3	31	1	3	0	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1281003.0	2	36	2	1	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1281013.0	2	33	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1281024.0	2	46	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1281035.0	4	38	1	3	19	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1281039.0	3	37	1	3	21	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1281046.0	4	40	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1281056.0	3	30	1	3	13	0	0	0	0	0	1	1	1	0.0	0.0	0.0	0.0	0.0	0.33333334	0.33333334	0.33333334
1281067.0	2	32	1	3	21	0	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1281075.0	2	31	1	3	21	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1281078.0	3	31	1	3	21	0	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.6666667	0.33333334
1282003.0	4	40	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1282011.0	4	33	1	3	9	0	0	0	0	0	1	1	2	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.5
1282020.0	3	25	1	1	21	0	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.6666667	0.33333334
1282028.0	7	58	1	3	8	1	0	2	0	1	0	1	2	0.14285715	0.0	0.2857143	0.0	0.14285715	0.0	0.14285715	0.2857143
1282036.0	2	27	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1282045.0	3	21	1	1	13	0	0	0	0	0	1	1	1	0.0	0.0	0.0	0.0	0.0	0.33333334	0.33333334	0.33333334
1282053.0	3	28	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1282062.0	3	46	2	6	21	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1282070.0	3	28	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1282078.0	1	35	1	3	21	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1283006.0	1	35	1	3	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1283020.0	4	30	1	3	13	0	0	0	1	0	1	1	1	0.0	0.0	0.0	0.25	0.0	0.25	0.25	0.25
1283033.0	1	36	1	3	11	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1283046.0	4	37	1	3	21	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1283059.0	1	20	1	3	10	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1283072.0	4	30	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1283086.0	2	30	1	3	21	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1283099.0	2	44	1	3	13	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1283112.0	1	33	2	1	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1283125.0	1	31	1	3	21	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1284010.0	1	25	2	1	21	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1284022.0	4	32	1	3	21	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1284035.0	3	26	2	3	9	0	0	0	0	1	0	0	2	0.0	0.0	0.0	0.0	0.33333334	0.0	0.0	0.6666667
1284047.0	4	30	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1284060.0	1	19	1	1	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1284072.0	2	48	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1284084.0	2	35	1	3	10	0	0	0	0	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5
1284097.0	1	36	1	3	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1284109.0	2	40	2	4	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1284122.0	2	23	1	3	13	0	0	0	0	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5
1289008.0	1	21	2	1	11	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1289016.0	1	23	2	1	21	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1289024.0	3	37	1	3	21	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
